ShipmentID,CustomerName,OriginPort,DestinationPort,Carrier,BookingDate,ETD,ETA,ATD,ATA,PlannedTransitDays,ActualTransitDays,DelayDays,DelayReason,ShipmentStatus,Priority
SHP1528,Al Noor Trading,Singapore,Jebel Ali,Evergreen,2024-05-08,2024-05-11,2024-05-26,2024-05-12,2024-05-29,15,17,2,Documentation Issue,Delayed,Low
SHP1529,Gulf Imports,Ningbo,Jebel Ali,ONE,2024-06-24,2024-06-27,2024-07-13,2024-06-27,2024-07-18,16,21,5,Vessel Rollover,Delayed,Low
SHP1530,Arabian Supplies,Qingdao,Jebel Ali,Maersk,2024-05-03,2024-05-06,2024-05-25,2024-05-06,2024-05-24,19,18,0,None,On Time,Medium
SHP1531,Emirates Retail,Shenzhen,Abu Dhabi,COSCO,2024-04-04,2024-04-07,2024-04-24,2024-04-07,2024-04-23,17,16,0,None,On Time,Medium
SHP1532,Falcon Electronics,Busan,Abu Dhabi,Evergreen,2024-01-12,2024-01-15,2024-01-29,2024-01-16,2024-02-03,14,18,4,Port Congestion,Delayed,Low
SHP1533,Emirates Retail,Singapore,Jebel Ali,Hapag Lloyd,2024-03-08,2024-03-11,2024-03-27,2024-03-12,2024-03-30,16,18,2,Customs Hold,Delayed,Medium
SHP1534,Arabian Supplies,Shenzhen,Abu Dhabi,Evergreen,2024-04-06,2024-04-09,2024-04-26,2024-04-10,2024-04-30,17,20,3,Customs Hold,Delayed,Medium
SHP1535,Gulf Imports,Ningbo,Jebel Ali,Hapag Lloyd,2024-06-03,2024-06-06,2024-06-20,2024-06-06,2024-06-23,14,17,3,Vessel Rollover,Delayed,Low
SHP1536,Gulf Imports,Shenzhen,Jebel Ali,ONE,2024-03-12,2024-03-15,2024-04-01,2024-03-15,2024-04-01,17,17,0,None,On Time,High
SHP1537,Falcon Electronics,Qingdao,Abu Dhabi,MSC,2024-04-16,2024-04-19,2024-05-08,2024-04-19,2024-05-12,19,23,4,Vessel Rollover,Delayed,Low
SHP1538,Al Noor Trading,Ningbo,Jebel Ali,MSC,2024-02-11,2024-02-14,2024-03-05,2024-02-14,2024-03-04,20,19,0,None,On Time,Low
SHP1539,Gulf Imports,Shenzhen,Jebel Ali,Hapag Lloyd,2024-05-11,2024-05-14,2024-05-28,2024-05-14,2024-05-31,14,17,3,Port Congestion,Delayed,Medium
SHP1540,Gulf Imports,Qingdao,Abu Dhabi,Evergreen,2024-06-02,2024-06-05,2024-06-19,2024-06-06,2024-06-24,14,18,4,Port Congestion,Delayed,Medium
SHP1541,Gulf Imports,Busan,Jebel Ali,Hapag Lloyd,2024-02-13,2024-02-16,2024-03-04,2024-02-17,2024-03-10,17,22,5,Documentation Issue,Delayed,Low
SHP1542,Blue Ocean LLC,Busan,Jebel Ali,MSC,2024-05-10,2024-05-13,2024-05-31,2024-05-14,2024-06-01,18,18,0,None,On Time,Medium
SHP1543,Gulf Imports,Busan,Abu Dhabi,Evergreen,2024-04-08,2024-04-11,2024-04-27,2024-04-11,2024-04-26,16,15,0,None,On Time,High
SHP1544,Emirates Retail,Busan,Jebel Ali,Evergreen,2024-06-04,2024-06-07,2024-06-22,2024-06-08,2024-06-23,15,15,0,None,On Time,Low
SHP1545,Falcon Electronics,Ningbo,Jebel Ali,Evergreen,2024-05-08,2024-05-11,2024-05-26,2024-05-12,2024-05-26,15,14,0,None,On Time,Low
SHP1546,Arabian Supplies,Shanghai,Abu Dhabi,MSC,2024-06-15,2024-06-18,2024-07-08,2024-06-19,2024-07-12,20,23,3,Customs Hold,Delayed,Medium
SHP1547,Gulf Imports,Shenzhen,Abu Dhabi,Evergreen,2024-04-07,2024-04-10,2024-04-29,2024-04-10,2024-05-02,19,22,3,Vessel Rollover,Delayed,High
SHP1548,Gulf Imports,Shanghai,Jebel Ali,Hapag Lloyd,2024-01-22,2024-01-25,2024-02-12,2024-01-26,2024-02-16,18,21,3,Customs Hold,Delayed,Low
SHP1549,Blue Ocean LLC,Shenzhen,Jebel Ali,MSC,2024-01-31,2024-02-03,2024-02-17,2024-02-03,2024-02-19,14,16,2,Customs Hold,Delayed,Medium
SHP1550,Desert Mart,Busan,Abu Dhabi,ONE,2024-06-15,2024-06-18,2024-07-06,2024-06-19,2024-07-08,18,19,1,Documentation Issue,Delayed,Medium
SHP1551,Desert Mart,Busan,Abu Dhabi,CMA CGM,2024-02-22,2024-02-25,2024-03-16,2024-02-26,2024-03-20,20,23,3,Weather,Delayed,Medium
SHP1552,Arabian Supplies,Singapore,Jebel Ali,ONE,2024-05-27,2024-05-30,2024-06-18,2024-05-31,2024-06-24,19,24,5,Weather,Delayed,High
SHP1553,Emirates Retail,Qingdao,Abu Dhabi,Evergreen,2024-04-24,2024-04-27,2024-05-13,2024-04-27,2024-05-12,16,15,0,None,On Time,Low
SHP1554,Falcon Electronics,Shanghai,Jebel Ali,Evergreen,2024-06-06,2024-06-09,2024-06-23,2024-06-10,2024-06-24,14,14,0,None,On Time,High
SHP1555,Desert Mart,Ningbo,Abu Dhabi,Maersk,2024-04-30,2024-05-03,2024-05-23,2024-05-03,2024-05-22,20,19,0,None,On Time,Low
SHP1556,Al Noor Trading,Ningbo,Abu Dhabi,COSCO,2024-01-10,2024-01-13,2024-02-02,2024-01-14,2024-02-05,20,22,2,Documentation Issue,Delayed,High
SHP1557,Arabian Supplies,Busan,Jebel Ali,Hapag Lloyd,2024-02-21,2024-02-24,2024-03-13,2024-02-24,2024-03-13,18,18,0,None,On Time,High
SHP1558,Gulf Imports,Shanghai,Abu Dhabi,Evergreen,2024-06-21,2024-06-24,2024-07-08,2024-06-24,2024-07-09,14,15,1,Port Congestion,Delayed,Medium
SHP1559,Al Noor Trading,Singapore,Jebel Ali,Maersk,2024-03-31,2024-04-03,2024-04-23,2024-04-03,2024-04-25,20,22,2,Documentation Issue,Delayed,Low
SHP1560,Emirates Retail,Ningbo,Abu Dhabi,COSCO,2024-03-13,2024-03-16,2024-04-04,2024-03-17,2024-04-06,19,20,1,Weather,Delayed,Low
SHP1561,Emirates Retail,Shanghai,Jebel Ali,Hapag Lloyd,2024-01-02,2024-01-05,2024-01-23,2024-01-06,2024-01-24,18,18,0,None,On Time,Medium
SHP1562,Arabian Supplies,Busan,Abu Dhabi,ONE,2024-03-28,2024-03-31,2024-04-15,2024-04-01,2024-04-21,15,20,5,Documentation Issue,Delayed,Medium
SHP1563,Arabian Supplies,Qingdao,Abu Dhabi,Hapag Lloyd,2024-04-06,2024-04-09,2024-04-30,2024-04-09,2024-05-05,21,26,5,Customs Hold,Delayed,High
SHP1564,Falcon Electronics,Ningbo,Jebel Ali,Evergreen,2024-05-03,2024-05-06,2024-05-21,2024-05-06,2024-05-22,15,16,1,Vessel Rollover,Delayed,Medium
SHP1565,Gulf Imports,Shenzhen,Jebel Ali,COSCO,2024-04-15,2024-04-18,2024-05-07,2024-04-18,2024-05-10,19,22,3,Customs Hold,Delayed,Low
SHP1566,Desert Mart,Shenzhen,Jebel Ali,Hapag Lloyd,2024-03-28,2024-03-31,2024-04-15,2024-03-31,2024-04-18,15,18,3,Vessel Rollover,Delayed,Medium
SHP1567,Falcon Electronics,Ningbo,Abu Dhabi,MSC,2024-02-16,2024-02-19,2024-03-07,2024-02-19,2024-03-09,17,19,2,Weather,Delayed,High
SHP1568,Arabian Supplies,Shanghai,Jebel Ali,Maersk,2024-02-21,2024-02-24,2024-03-12,2024-02-25,2024-03-18,17,22,5,Weather,Delayed,Low
SHP1569,Al Noor Trading,Qingdao,Abu Dhabi,Hapag Lloyd,2024-06-18,2024-06-21,2024-07-12,2024-06-21,2024-07-15,21,24,3,Documentation Issue,Delayed,Medium
SHP1570,Desert Mart,Qingdao,Jebel Ali,Evergreen,2024-05-06,2024-05-09,2024-05-27,2024-05-09,2024-05-29,18,20,2,Documentation Issue,Delayed,Low
SHP1571,Emirates Retail,Shanghai,Abu Dhabi,COSCO,2024-02-02,2024-02-05,2024-02-19,2024-02-06,2024-02-23,14,17,3,Vessel Rollover,Delayed,Low
SHP1572,Desert Mart,Singapore,Jebel Ali,Maersk,2024-02-14,2024-02-17,2024-03-09,2024-02-18,2024-03-09,21,20,0,None,On Time,Low
SHP1573,Desert Mart,Busan,Abu Dhabi,MSC,2024-02-23,2024-02-26,2024-03-17,2024-02-26,2024-03-20,20,23,3,Customs Hold,Delayed,Low
SHP1574,Desert Mart,Shenzhen,Jebel Ali,COSCO,2024-03-08,2024-03-11,2024-03-28,2024-03-12,2024-03-30,17,18,1,Documentation Issue,Delayed,Medium
SHP1575,Arabian Supplies,Qingdao,Abu Dhabi,COSCO,2024-02-23,2024-02-26,2024-03-17,2024-02-27,2024-03-22,20,24,4,Customs Hold,Delayed,High
SHP1576,Falcon Electronics,Shenzhen,Jebel Ali,Hapag Lloyd,2024-05-26,2024-05-29,2024-06-14,2024-05-29,2024-06-17,16,19,3,Port Congestion,Delayed,Medium
SHP1577,Blue Ocean LLC,Shanghai,Jebel Ali,COSCO,2024-04-07,2024-04-10,2024-04-27,2024-04-10,2024-04-27,17,17,0,None,On Time,Medium
SHP1578,Desert Mart,Busan,Jebel Ali,COSCO,2024-02-04,2024-02-07,2024-02-26,2024-02-08,2024-03-03,19,24,5,Customs Hold,Delayed,High
SHP1579,Arabian Supplies,Shenzhen,Abu Dhabi,Evergreen,2024-06-25,2024-06-28,2024-07-14,2024-06-28,2024-07-13,16,15,0,None,On Time,Low
SHP1580,Desert Mart,Shenzhen,Abu Dhabi,CMA CGM,2024-01-25,2024-01-28,2024-02-18,2024-01-29,2024-02-23,21,25,4,Customs Hold,Delayed,High
SHP1581,Emirates Retail,Singapore,Jebel Ali,Evergreen,2024-04-15,2024-04-18,2024-05-03,2024-04-18,2024-05-04,15,16,1,Documentation Issue,Delayed,Medium
SHP1582,Al Noor Trading,Qingdao,Abu Dhabi,COSCO,2024-03-31,2024-04-03,2024-04-22,2024-04-04,2024-04-27,19,23,4,Vessel Rollover,Delayed,Low
SHP1583,Falcon Electronics,Busan,Abu Dhabi,Evergreen,2024-02-07,2024-02-10,2024-02-26,2024-02-11,2024-03-02,16,20,4,Vessel Rollover,Delayed,High
SHP1584,Desert Mart,Singapore,Abu Dhabi,ONE,2024-01-21,2024-01-24,2024-02-09,2024-01-24,2024-02-10,16,17,1,Customs Hold,Delayed,Medium
SHP1585,Falcon Electronics,Busan,Abu Dhabi,COSCO,2024-06-03,2024-06-06,2024-06-26,2024-06-07,2024-06-28,20,21,1,Customs Hold,Delayed,High
SHP1586,Falcon Electronics,Shenzhen,Jebel Ali,MSC,2024-02-17,2024-02-20,2024-03-05,2024-02-20,2024-03-05,14,14,0,None,On Time,High
SHP1587,Blue Ocean LLC,Busan,Jebel Ali,Maersk,2024-04-11,2024-04-14,2024-04-29,2024-04-14,2024-04-28,15,14,0,None,On Time,Medium
SHP1588,Emirates Retail,Ningbo,Jebel Ali,ONE,2024-05-14,2024-05-17,2024-06-01,2024-05-18,2024-06-01,15,14,0,None,On Time,Medium
SHP1589,Blue Ocean LLC,Singapore,Jebel Ali,MSC,2024-03-20,2024-03-23,2024-04-09,2024-03-24,2024-04-10,17,17,0,None,On Time,Low
SHP1590,Arabian Supplies,Shenzhen,Abu Dhabi,COSCO,2024-02-13,2024-02-16,2024-03-01,2024-02-17,2024-03-01,14,13,0,None,On Time,Low
SHP1591,Emirates Retail,Busan,Abu Dhabi,ONE,2024-03-10,2024-03-13,2024-04-03,2024-03-13,2024-04-03,21,21,0,None,On Time,Low
SHP1592,Blue Ocean LLC,Busan,Jebel Ali,Evergreen,2024-06-11,2024-06-14,2024-07-04,2024-06-15,2024-07-08,20,23,3,Customs Hold,Delayed,High
SHP1593,Gulf Imports,Shenzhen,Jebel Ali,Maersk,2024-04-23,2024-04-26,2024-05-14,2024-04-27,2024-05-16,18,19,1,Customs Hold,Delayed,Low
SHP1594,Al Noor Trading,Singapore,Abu Dhabi,Evergreen,2024-02-04,2024-02-07,2024-02-26,2024-02-08,2024-02-28,19,20,1,Documentation Issue,Delayed,Medium
SHP1595,Emirates Retail,Ningbo,Jebel Ali,Hapag Lloyd,2024-03-17,2024-03-20,2024-04-03,2024-03-21,2024-04-09,14,19,5,Customs Hold,Delayed,Medium
SHP1596,Gulf Imports,Ningbo,Abu Dhabi,Evergreen,2024-02-18,2024-02-21,2024-03-12,2024-02-22,2024-03-16,20,23,3,Vessel Rollover,Delayed,Medium
SHP1597,Falcon Electronics,Ningbo,Abu Dhabi,CMA CGM,2024-02-26,2024-02-29,2024-03-18,2024-03-01,2024-03-18,18,17,0,None,On Time,Low
SHP1598,Gulf Imports,Ningbo,Abu Dhabi,Maersk,2024-05-16,2024-05-19,2024-06-06,2024-05-19,2024-06-08,18,20,2,Port Congestion,Delayed,Low
SHP1599,Desert Mart,Shanghai,Jebel Ali,Maersk,2024-04-26,2024-04-29,2024-05-20,2024-04-30,2024-05-22,21,22,1,Weather,Delayed,Low
SHP1600,Desert Mart,Ningbo,Abu Dhabi,ONE,2024-01-06,2024-01-09,2024-01-25,2024-01-10,2024-01-25,16,15,0,None,On Time,High
SHP1601,Blue Ocean LLC,Ningbo,Abu Dhabi,COSCO,2024-02-29,2024-03-03,2024-03-18,2024-03-03,2024-03-18,15,15,0,None,On Time,Medium
SHP1602,Al Noor Trading,Ningbo,Jebel Ali,CMA CGM,2024-05-07,2024-05-10,2024-05-29,2024-05-10,2024-05-31,19,21,2,Customs Hold,Delayed,Medium
SHP1603,Arabian Supplies,Shenzhen,Abu Dhabi,Evergreen,2024-01-19,2024-01-22,2024-02-12,2024-01-22,2024-02-12,21,21,0,None,On Time,High
SHP1604,Falcon Electronics,Shanghai,Jebel Ali,COSCO,2024-02-01,2024-02-04,2024-02-21,2024-02-05,2024-02-24,17,19,2,Weather,Delayed,Low
SHP1605,Desert Mart,Ningbo,Jebel Ali,ONE,2024-01-25,2024-01-28,2024-02-14,2024-01-29,2024-02-17,17,19,2,Customs Hold,Delayed,Low
SHP1606,Gulf Imports,Shenzhen,Jebel Ali,Evergreen,2024-05-13,2024-05-16,2024-05-31,2024-05-17,2024-06-02,15,16,1,Customs Hold,Delayed,Low
SHP1607,Desert Mart,Shanghai,Jebel Ali,Evergreen,2024-02-25,2024-02-28,2024-03-14,2024-02-29,2024-03-15,15,15,0,None,On Time,Medium
SHP1608,Al Noor Trading,Busan,Abu Dhabi,ONE,2024-05-29,2024-06-01,2024-06-16,2024-06-01,2024-06-18,15,17,2,Port Congestion,Delayed,Low
SHP1609,Gulf Imports,Qingdao,Jebel Ali,ONE,2024-02-09,2024-02-12,2024-03-02,2024-02-12,2024-03-07,19,24,5,Weather,Delayed,Low
SHP1610,Falcon Electronics,Ningbo,Jebel Ali,MSC,2024-03-27,2024-03-30,2024-04-13,2024-03-31,2024-04-13,14,13,0,None,On Time,Medium
SHP1611,Falcon Electronics,Ningbo,Jebel Ali,ONE,2024-02-29,2024-03-03,2024-03-22,2024-03-04,2024-03-26,19,22,3,Vessel Rollover,Delayed,Medium
SHP1612,Falcon Electronics,Qingdao,Abu Dhabi,Hapag Lloyd,2024-04-01,2024-04-04,2024-04-20,2024-04-04,2024-04-21,16,17,1,Vessel Rollover,Delayed,Low
SHP1613,Desert Mart,Shenzhen,Abu Dhabi,CMA CGM,2024-05-05,2024-05-08,2024-05-25,2024-05-08,2024-05-28,17,20,3,Documentation Issue,Delayed,Low
SHP1614,Blue Ocean LLC,Shenzhen,Abu Dhabi,Hapag Lloyd,2024-05-21,2024-05-24,2024-06-09,2024-05-24,2024-06-08,16,15,0,None,On Time,Medium
SHP1615,Al Noor Trading,Busan,Abu Dhabi,Evergreen,2024-04-26,2024-04-29,2024-05-13,2024-04-30,2024-05-19,14,19,5,Weather,Delayed,Low
SHP1616,Arabian Supplies,Qingdao,Jebel Ali,Hapag Lloyd,2024-03-02,2024-03-05,2024-03-24,2024-03-05,2024-03-28,19,23,4,Documentation Issue,Delayed,Low
SHP1617,Blue Ocean LLC,Singapore,Abu Dhabi,Maersk,2024-05-07,2024-05-10,2024-05-26,2024-05-11,2024-05-30,16,19,3,Customs Hold,Delayed,High
SHP1618,Gulf Imports,Shanghai,Jebel Ali,Maersk,2024-05-13,2024-05-16,2024-05-31,2024-05-16,2024-05-30,15,14,0,None,On Time,Medium
SHP1619,Falcon Electronics,Qingdao,Abu Dhabi,Maersk,2024-02-19,2024-02-22,2024-03-08,2024-02-23,2024-03-08,15,14,0,None,On Time,Medium
SHP1620,Falcon Electronics,Qingdao,Jebel Ali,COSCO,2024-02-26,2024-02-29,2024-03-15,2024-02-29,2024-03-14,15,14,0,None,On Time,Low
SHP1621,Arabian Supplies,Singapore,Jebel Ali,Evergreen,2024-01-16,2024-01-19,2024-02-07,2024-01-20,2024-02-11,19,22,3,Customs Hold,Delayed,Low
SHP1622,Al Noor Trading,Ningbo,Jebel Ali,Maersk,2024-03-09,2024-03-12,2024-03-26,2024-03-12,2024-03-30,14,18,4,Customs Hold,Delayed,Low
SHP1623,Emirates Retail,Singapore,Jebel Ali,Hapag Lloyd,2024-02-29,2024-03-03,2024-03-23,2024-03-03,2024-03-23,20,20,0,None,On Time,Low
SHP1624,Desert Mart,Singapore,Abu Dhabi,ONE,2024-02-15,2024-02-18,2024-03-09,2024-02-18,2024-03-13,20,24,4,Documentation Issue,Delayed,Low
SHP1625,Emirates Retail,Qingdao,Abu Dhabi,ONE,2024-04-19,2024-04-22,2024-05-07,2024-04-22,2024-05-07,15,15,0,None,On Time,High
SHP1626,Desert Mart,Shenzhen,Abu Dhabi,Evergreen,2024-05-16,2024-05-19,2024-06-09,2024-05-20,2024-06-11,21,22,1,Documentation Issue,Delayed,Low
SHP1627,Emirates Retail,Ningbo,Abu Dhabi,Evergreen,2024-04-20,2024-04-23,2024-05-12,2024-04-23,2024-05-15,19,22,3,Documentation Issue,Delayed,Low
SHP1628,Al Noor Trading,Singapore,Jebel Ali,CMA CGM,2024-03-06,2024-03-09,2024-03-28,2024-03-10,2024-03-31,19,21,2,Vessel Rollover,Delayed,Low
SHP1629,Gulf Imports,Ningbo,Abu Dhabi,Maersk,2024-01-05,2024-01-08,2024-01-24,2024-01-08,2024-01-25,16,17,1,Customs Hold,Delayed,Low
SHP1630,Blue Ocean LLC,Shenzhen,Jebel Ali,MSC,2024-03-11,2024-03-14,2024-03-30,2024-03-14,2024-03-29,16,15,0,None,On Time,Medium
SHP1631,Arabian Supplies,Shenzhen,Jebel Ali,Hapag Lloyd,2024-04-03,2024-04-06,2024-04-23,2024-04-07,2024-04-24,17,17,0,None,On Time,Medium
SHP1632,Arabian Supplies,Qingdao,Jebel Ali,COSCO,2024-05-25,2024-05-28,2024-06-14,2024-05-28,2024-06-18,17,21,4,Customs Hold,Delayed,Low
SHP1633,Falcon Electronics,Busan,Abu Dhabi,Maersk,2024-06-28,2024-07-01,2024-07-16,2024-07-02,2024-07-20,15,18,3,Port Congestion,Delayed,High
SHP1634,Arabian Supplies,Shanghai,Jebel Ali,ONE,2024-03-26,2024-03-29,2024-04-17,2024-03-30,2024-04-23,19,24,5,Vessel Rollover,Delayed,Low
SHP1635,Desert Mart,Busan,Jebel Ali,CMA CGM,2024-06-03,2024-06-06,2024-06-20,2024-06-07,2024-06-25,14,18,4,Port Congestion,Delayed,Low
SHP1636,Al Noor Trading,Singapore,Abu Dhabi,COSCO,2024-05-24,2024-05-27,2024-06-12,2024-05-27,2024-06-13,16,17,1,Weather,Delayed,Low
SHP1637,Desert Mart,Qingdao,Jebel Ali,MSC,2024-05-27,2024-05-30,2024-06-14,2024-05-31,2024-06-15,15,15,0,None,On Time,Medium
SHP1638,Blue Ocean LLC,Shenzhen,Jebel Ali,COSCO,2024-01-22,2024-01-25,2024-02-15,2024-01-25,2024-02-18,21,24,3,Documentation Issue,Delayed,Low
SHP1639,Emirates Retail,Ningbo,Abu Dhabi,COSCO,2024-04-21,2024-04-24,2024-05-10,2024-04-24,2024-05-15,16,21,5,Vessel Rollover,Delayed,Low
SHP1640,Al Noor Trading,Shenzhen,Abu Dhabi,CMA CGM,2024-05-26,2024-05-29,2024-06-15,2024-05-29,2024-06-18,17,20,3,Weather,Delayed,Low
SHP1641,Blue Ocean LLC,Shenzhen,Abu Dhabi,MSC,2024-05-27,2024-05-30,2024-06-14,2024-05-31,2024-06-14,15,14,0,None,On Time,Medium
SHP1642,Desert Mart,Busan,Abu Dhabi,Hapag Lloyd,2024-03-29,2024-04-01,2024-04-15,2024-04-02,2024-04-21,14,19,5,Weather,Delayed,High
SHP1643,Falcon Electronics,Shenzhen,Jebel Ali,Evergreen,2024-04-22,2024-04-25,2024-05-09,2024-04-25,2024-05-14,14,19,5,Weather,Delayed,Low
SHP1644,Emirates Retail,Ningbo,Abu Dhabi,Maersk,2024-01-22,2024-01-25,2024-02-09,2024-01-25,2024-02-13,15,19,4,Weather,Delayed,Medium
SHP1645,Al Noor Trading,Shenzhen,Jebel Ali,ONE,2024-06-26,2024-06-29,2024-07-14,2024-06-30,2024-07-16,15,16,1,Vessel Rollover,Delayed,Low
SHP1646,Blue Ocean LLC,Busan,Jebel Ali,ONE,2024-02-24,2024-02-27,2024-03-15,2024-02-28,2024-03-19,17,20,3,Documentation Issue,Delayed,Low
SHP1647,Gulf Imports,Shanghai,Abu Dhabi,MSC,2024-06-20,2024-06-23,2024-07-07,2024-06-23,2024-07-09,14,16,2,Customs Hold,Delayed,Low
SHP1648,Falcon Electronics,Shanghai,Jebel Ali,COSCO,2024-06-07,2024-06-10,2024-06-28,2024-06-11,2024-06-28,18,17,0,None,On Time,Low
SHP1649,Desert Mart,Singapore,Abu Dhabi,MSC,2024-03-10,2024-03-13,2024-04-01,2024-03-13,2024-04-06,19,24,5,Port Congestion,Delayed,Medium
SHP1650,Emirates Retail,Shanghai,Jebel Ali,MSC,2024-05-10,2024-05-13,2024-05-28,2024-05-14,2024-05-30,15,16,1,Documentation Issue,Delayed,Low
SHP1651,Emirates Retail,Shenzhen,Abu Dhabi,COSCO,2024-04-27,2024-04-30,2024-05-14,2024-04-30,2024-05-13,14,13,0,None,On Time,Medium
SHP1652,Falcon Electronics,Shenzhen,Jebel Ali,Hapag Lloyd,2024-02-10,2024-02-13,2024-02-27,2024-02-14,2024-02-29,14,15,1,Customs Hold,Delayed,Medium
SHP1653,Desert Mart,Ningbo,Jebel Ali,CMA CGM,2024-01-16,2024-01-19,2024-02-06,2024-01-19,2024-02-08,18,20,2,Documentation Issue,Delayed,Medium
SHP1654,Emirates Retail,Singapore,Jebel Ali,COSCO,2024-06-17,2024-06-20,2024-07-06,2024-06-21,2024-07-06,16,15,0,None,On Time,High
SHP1655,Desert Mart,Qingdao,Jebel Ali,MSC,2024-05-26,2024-05-29,2024-06-14,2024-05-30,2024-06-17,16,18,2,Documentation Issue,Delayed,Low
SHP1656,Falcon Electronics,Singapore,Jebel Ali,COSCO,2024-02-05,2024-02-08,2024-02-25,2024-02-08,2024-03-01,17,22,5,Customs Hold,Delayed,High
SHP1657,Emirates Retail,Singapore,Jebel Ali,MSC,2024-06-16,2024-06-19,2024-07-05,2024-06-19,2024-07-06,16,17,1,Documentation Issue,Delayed,Medium
SHP1658,Blue Ocean LLC,Shenzhen,Abu Dhabi,ONE,2024-02-07,2024-02-10,2024-02-24,2024-02-11,2024-03-01,14,19,5,Vessel Rollover,Delayed,Low
SHP1659,Gulf Imports,Ningbo,Jebel Ali,Evergreen,2024-03-11,2024-03-14,2024-03-30,2024-03-14,2024-04-04,16,21,5,Port Congestion,Delayed,Low
SHP1660,Gulf Imports,Ningbo,Jebel Ali,CMA CGM,2024-06-06,2024-06-09,2024-06-27,2024-06-09,2024-06-30,18,21,3,Documentation Issue,Delayed,High
SHP1661,Falcon Electronics,Singapore,Abu Dhabi,MSC,2024-06-25,2024-06-28,2024-07-19,2024-06-29,2024-07-20,21,21,0,None,On Time,Medium
SHP1662,Gulf Imports,Ningbo,Jebel Ali,COSCO,2024-05-05,2024-05-08,2024-05-29,2024-05-08,2024-05-29,21,21,0,None,On Time,High
SHP1663,Arabian Supplies,Ningbo,Jebel Ali,MSC,2024-03-10,2024-03-13,2024-04-02,2024-03-13,2024-04-02,20,20,0,None,On Time,Medium
SHP1664,Gulf Imports,Qingdao,Abu Dhabi,Evergreen,2024-06-06,2024-06-09,2024-06-30,2024-06-10,2024-07-05,21,25,4,Vessel Rollover,Delayed,High
SHP1665,Emirates Retail,Singapore,Jebel Ali,Hapag Lloyd,2024-06-04,2024-06-07,2024-06-27,2024-06-08,2024-07-02,20,24,4,Vessel Rollover,Delayed,High
SHP1666,Emirates Retail,Busan,Abu Dhabi,ONE,2024-04-25,2024-04-28,2024-05-19,2024-04-28,2024-05-24,21,26,5,Weather,Delayed,High
SHP1667,Desert Mart,Qingdao,Abu Dhabi,CMA CGM,2024-05-22,2024-05-25,2024-06-14,2024-05-25,2024-06-17,20,23,3,Weather,Delayed,Medium
SHP1668,Al Noor Trading,Singapore,Jebel Ali,COSCO,2024-04-28,2024-05-01,2024-05-17,2024-05-02,2024-05-20,16,18,2,Documentation Issue,Delayed,Low
SHP1669,Arabian Supplies,Busan,Jebel Ali,COSCO,2024-04-25,2024-04-28,2024-05-13,2024-04-28,2024-05-17,15,19,4,Weather,Delayed,Medium
SHP1670,Blue Ocean LLC,Busan,Jebel Ali,COSCO,2024-03-23,2024-03-26,2024-04-16,2024-03-26,2024-04-15,21,20,0,None,On Time,High
SHP1671,Al Noor Trading,Shanghai,Abu Dhabi,ONE,2024-03-05,2024-03-08,2024-03-27,2024-03-08,2024-03-31,19,23,4,Port Congestion,Delayed,Medium
SHP1672,Emirates Retail,Qingdao,Jebel Ali,Evergreen,2024-01-22,2024-01-25,2024-02-14,2024-01-25,2024-02-18,20,24,4,Vessel Rollover,Delayed,High
SHP1673,Gulf Imports,Singapore,Jebel Ali,COSCO,2024-03-26,2024-03-29,2024-04-14,2024-03-29,2024-04-14,16,16,0,None,On Time,Medium
SHP1674,Gulf Imports,Ningbo,Jebel Ali,Hapag Lloyd,2024-03-20,2024-03-23,2024-04-13,2024-03-23,2024-04-14,21,22,1,Port Congestion,Delayed,Medium
SHP1675,Arabian Supplies,Shanghai,Abu Dhabi,MSC,2024-01-04,2024-01-07,2024-01-28,2024-01-08,2024-01-31,21,23,2,Documentation Issue,Delayed,High
SHP1676,Al Noor Trading,Busan,Jebel Ali,MSC,2024-05-30,2024-06-02,2024-06-23,2024-06-03,2024-06-26,21,23,2,Vessel Rollover,Delayed,Low
SHP1677,Gulf Imports,Shanghai,Abu Dhabi,Maersk,2024-03-12,2024-03-15,2024-04-01,2024-03-15,2024-03-31,17,16,0,None,On Time,High
SHP1678,Al Noor Trading,Qingdao,Jebel Ali,MSC,2024-01-09,2024-01-12,2024-01-30,2024-01-12,2024-01-31,18,19,1,Port Congestion,Delayed,Low
SHP1679,Al Noor Trading,Shenzhen,Abu Dhabi,CMA CGM,2024-03-13,2024-03-16,2024-04-01,2024-03-17,2024-04-04,16,18,2,Port Congestion,Delayed,Medium
SHP1680,Blue Ocean LLC,Ningbo,Jebel Ali,ONE,2024-01-18,2024-01-21,2024-02-10,2024-01-21,2024-02-15,20,25,5,Customs Hold,Delayed,Medium
SHP1681,Emirates Retail,Shanghai,Jebel Ali,Hapag Lloyd,2024-03-25,2024-03-28,2024-04-17,2024-03-28,2024-04-20,20,23,3,Weather,Delayed,Low
SHP1682,Emirates Retail,Shenzhen,Abu Dhabi,Hapag Lloyd,2024-06-10,2024-06-13,2024-06-28,2024-06-14,2024-07-01,15,17,2,Vessel Rollover,Delayed,Low
SHP1683,Emirates Retail,Singapore,Abu Dhabi,COSCO,2024-06-08,2024-06-11,2024-06-30,2024-06-12,2024-07-01,19,19,0,None,On Time,High
